show,year,summary,rating,votes,run_time,actors,director
Roman Empire,2016,Roman Empire looks at the end of the reign of Caligula. His sisters Agrippina and Livilla plot against him after he marries. He later has them shipped to exile on an island in the ...,7.3,169,,"Steve West, Amanda Ruggeri, Adrian Murdoch, Aaron Irvin",
Russian Doll,2019,,,,,"Annie Murphy, Sharlto Copley, Ephraim Sykes, Carolyn Michelle Smith",
Russian Doll,2019,,,,,"Annie Murphy, Sharlto Copley",
Russian Doll,2019,,,,,"Annie Murphy, Sharlto Copley, Stephen Sherman",
Russian Doll,2019,,,,,"Annie Murphy, Sharlto Copley, Ilona McCrea, Anoop Desai",
Russian Doll,2019,,,,,"Annie Murphy, Sharlto Copley, Ilona McCrea",
Russian Doll,2019,,,,,"Annie Murphy, Sharlto Copley, Anoop Desai, Wesley Han",
Russian Doll,2019,,,,,"Annie Murphy, Sharlto Copley, Ilona McCrea, Marc Geller",
Scams,2019,,7.1,7,,"Shôdai Fukuyama, Asuka Hanamura, Tomoya Maeno, Naomi Nishida",
Scams,2019,,,,,"Shôdai Fukuyama, Asuka Hanamura, Tomoya Maeno, Naomi Nishida",
Scams,2019,,,,,"Shôdai Fukuyama, Asuka Hanamura, Tomoya Maeno, Naomi Nishida",Yûki Hara
Selena: The Series,2020,"Amid financial strife, Abraham Quintanilla prioritizes his 8-year-old daughter Selena's musical talent and has her start a band with her siblings.",7.2,181,40,"Christian Serratos, Gabriel Chavarria, Ricardo Chavira, Noemi Gonzalez",Hiromi Kamata
Selena: The Series,2020,"Brother AB struggles to find Selena a song for a new single, while Abraham tries to convince a music executive to produce a record with the band.",7.4,155,37,"Christian Serratos, Gabriel Chavarria, Ricardo Chavira, Noemi Gonzalez",Hiromi Kamata
Selena: The Series,2020,"Selena is nominated for Female Vocalist of the Year at the Tejano Music Awards. The band travels to Matamoros, Mexico, for an important performance.",7.8,141,36,"Christian Serratos, Gabriel Chavarria, Ricardo Chavira, Noemi Gonzalez",Hiromi Kamata
Selena: The Series,2020,"Selena y Los Dinos embark on a strenuous cross-country music tour, which puts strain on the singer's vocal cords, so the band searches for a solution.",7.6,137,37,"Christian Serratos, Gabriel Chavarria, Ricardo Chavira, Noemi Gonzalez",Hiromi Kamata
Selena: The Series,2020,"Abraham weighs two offers from major record labels. As Selena and her band garner more attention, a dashing new guitarist joins the family.",7.7,131,40,"Christian Serratos, Gabriel Chavarria, Ricardo Chavira, Noemi Gonzalez",Hiromi Kamata
Selena: The Series,2020,"While preparing the new album, the Quintanilla family clashes with the record label's decisions, especially when it comes to Selena's fashion style.",7.5,132,36,"Christian Serratos, Gabriel Chavarria, Ricardo Chavira, Noemi Gonzalez",Hiromi Kamata
Selena: The Series,2020,"Sister Suzette becomes concerned when sparks fly between Selena and the new guitarist, Chris. Meanwhile, AB is under pressure to write new songs.",7.5,129,38,"Christian Serratos, Gabriel Chavarria, Ricardo Chavira, Noemi Gonzalez",Katina Medina Mora
Selena: The Series,2020,Selena celebrates her growing successes - including an album going gold - but fights to get an English album produced. Suzette meets someone new.,7.6,128,32,"Christian Serratos, Gabriel Chavarria, Ricardo Chavira, Noemi Gonzalez",Katina Medina Mora
Selena: The Series,2020,"Selena feels conflicted about her secret relationship with Chris. Meanwhile, AB finds inspiration in a memory of a plastic flower and lost love.",7.9,135,37,"Christian Serratos, Gabriel Chavarria, Ricardo Chavira, Noemi Gonzalez",Katina Medina Mora
Sex Education,2019,,,,,"Patricia Allison, Gillian Anderson, Asa Butterfield, Hannah Cheng",
Sex Education,2019,,,,,"Chinenye Ezeudu, Dua Saleh",
Sex Education,2019,,,,,"Chinenye Ezeudu, Jerry Iwu, Dua Saleh",
Sex/Life,2021,"Frustrated by the waning passion in her marriage, Billie starts journaling about and obsessing over her wild erotic exploits with ex-boyfriend Brad.",6.3,333,45,"Sarah Shahi, Mike Vogel, Adam Demos, Margaret Odette",Patricia Rozema
Sex/Life,2021,Billie's emotional rollercoaster of a day turns into an arousing night out when Cooper attempts to reignite the spark in their relationship.,6.3,253,,"Sarah Shahi, Mike Vogel, Adam Demos, Margaret Odette",Patricia Rozema
Sex/Life,2021,"While Cooper decides to check out the competition, Billie dwells on the passionate highs and soul-crushing lows that defined her romance with Brad.",6.5,233,51,"Sarah Shahi, Mike Vogel, Adam Demos, Margaret Odette",Jessika Borsiczky
Sex/Life,2021,Billie's outing with her fellow moms stirs up memories of Brad and has her making a beeline for Sasha. Cooper unloads his marital worries.,6.2,188,43,"Sarah Shahi, Mike Vogel, Adam Demos, Margaret Odette",Jessika Borsiczky
Sex/Life,2021,"As her thoughts continue to drift back to the connection she shared with Brad, Billie proposes a plan to put Cooper's mind at ease about her journal.",6.6,190,46,"Sarah Shahi, Mike Vogel, Adam Demos, Margaret Odette",Samira Radsi
Sex/Life,2021,Billie seeks help to untangle her feelings about her marriage and Brad. Cooper receives a tempting proposition after a rewarding day at work.,6.7,183,47,"Sarah Shahi, Mike Vogel, Adam Demos, Margaret Odette",Samira Radsi
Sex/Life,2021,"As Brad broods over the mistakes he made with Billie, she and Cooper bite off more than they can chew in a bid to spice up their marriage.",6.3,181,51,"Sarah Shahi, Mike Vogel, Adam Demos, Margaret Odette",Sheree Folkson
Sex/Life,2021,"Faced with the repercussions of their double date with Devon and Trina, Billie and Cooper arrive at a make-or-break moment in their marriage.",4.7,278,52,"Sarah Shahi, Mike Vogel, Adam Demos, Margaret Odette",Sheree Folkson
Sexify,2021,"When a professor gives Natalia some troubling news about the app she's building for a tech competition, she's forced to pivot to a new idea.",6.6,182,,"Aleksandra Skraba, Maria Sobocinska, Sandra Drzymalska, Piotr Pacek",Piotr Domalewski
Sexify,2021,"Natalia decides to build an app that optimizes the female orgasm. But after realizing she's clueless about it, she turns to Paulina and Monika for help.",6.9,138,50,"Aleksandra Skraba, Maria Sobocinska, Sandra Drzymalska, Piotr Pacek",Piotr Domalewski
Sexify,2021,"The girls visit a sex store to find the perfect research tool for their project. When they fail to do so, Natalia decides to make one herself.",6.9,126,40,"Aleksandra Skraba, Maria Sobocinska, Sandra Drzymalska, Piotr Pacek",Piotr Domalewski
Sexify,2021,"As Natalia and Paulina go to a sex trade show to learn more about intimacy, Monika embarks on her own quest to recruit subjects for their study.",6.9,116,49,"Aleksandra Skraba, Maria Sobocinska, Sandra Drzymalska, Piotr Pacek",Piotr Domalewski
Sexify,2021,"Monika's idea for gathering data is a hit, but Natalia isn't happy with the results. The girls go to a class on female pleasure to gain more insight.",6.8,108,38,"Aleksandra Skraba, Maria Sobocinska, Sandra Drzymalska, Piotr Pacek",Kalina Alabrudzinska
Sexify,2021,"After facing their parents at Easter breakfast, each of the girls needs to let off some steam. Luckily, there's a wild party on the dorm's rooftop.",7.1,103,37,"Aleksandra Skraba, Maria Sobocinska, Sandra Drzymalska, Piotr Pacek",Kalina Alabrudzinska
Sexify,2021,"After getting an anonymous tip about the copulation lab, the dean investigates the girls' project and threatens them with expulsion from the university.",6.9,96,40,"Aleksandra Skraba, Maria Sobocinska, Sandra Drzymalska, Piotr Pacek",Kalina Alabrudzinska
Sexify,2021,The big pitch at the university tech competition is upon the girls. They'll have to decide: Are they willing to sacrifice everything to participate?,7.1,100,47,"Aleksandra Skraba, Maria Sobocinska, Sandra Drzymalska, Piotr Pacek",Kalina Alabrudzinska
Sharkdog,2021,,,,,,
She,2020,"Police officer Bhumi goes undercover as a prostitute to bust a drug cartel leader, but when the operation goes awry, she makes an unexpected discovery.",7.2,73,33,"Aditi Sudhir Pohankar, Vijay Varma, Vishwas Kini, Paritosh Sand","Arif Ali, Avinash Das"
She,2020,A visit from Bhumi's estranged husband angers her rebellious sister. Sasya agrees to cooperate in a police interrogation - on one condition.,6.7,54,,"Aditi Sudhir Pohankar, Vijay Varma, Vishwas Kini, Paritosh Sand","Arif Ali, Avinash Das"
She,2020,The team doubts Bhumi's mettle after Sasya manages to rattle her. Fernandez pushes to keep her as an undercover agent in a plan to nab Sasya's boss.,6.8,49,,"Aditi Sudhir Pohankar, Vijay Varma, Vishwas Kini, Paritosh Sand","Arif Ali, Avinash Das"
She,2020,"After going to dangerous lengths to prove herself, Bhumi is recruited into Fernandez's department, and begins to prepare for her risky new role.",6.6,45,,"Aditi Sudhir Pohankar, Vijay Varma, Vishwas Kini, Paritosh Sand","Arif Ali, Avinash Das"
She,2020,"Newly emboldened, Bhumi seduces an unlikely target. Ahead of Nayak's arrival in Mumbai, Sasya attempts to gain police trust as an informant.",6.4,46,,"Aditi Sudhir Pohankar, Vijay Varma, Vishwas Kini, Paritosh Sand","Arif Ali, Avinash Das"
She,2020,"With Nayak now in Mumbai, Bhumi is moved to a hotel under police surveillance, but her first encounter with the kingpin takes the team by surprise.",6.5,45,,"Aditi Sudhir Pohankar, Kishore Kumar G., Vijay Varma, Vishwas Kini","Arif Ali, Avinash Das"
She,2020,"In the wake of an unexpected complication, Fernandez doubts Sasya's loyalty. Caught off guard by a suspicious Nayak, Bhumi drops her own bombshell.",7.0,57,,"Aditi Sudhir Pohankar, Kishore Kumar G., Vijay Varma, Vishwas Kini","Arif Ali, Avinash Das"
She-Ra and the Princesses of Power,2018,"After discovering that Entrapta is alive, Bow and Glimmer go on a mission to rescue her. Light Hope wants Adora to include Swift Wind in her training.",7.7,948,24,"Aimee Carrero, Karen Fukuhara, AJ Michalka, Marcus Scribner","Stephanie Stine, David Dwooman Woo"
She-Ra and the Princesses of Power,2018,"The squad heads to Alwyn, the Rebellion's breadbasket: It's been out of contact, and there are rumors it's haunted. Entrapta sneaks into Hordak's lab.",7.4,943,24,"Aimee Carrero, Karen Fukuhara, AJ Michalka, Marcus Scribner",Lianne Hughes
She-Ra and the Princesses of Power,2018,"Adora and the princesses role-play plans for retaking a Horde fortress. With Scorpia in charge, the defenders face a challenge.",8.1,997,24,"Aimee Carrero, Karen Fukuhara, AJ Michalka, Marcus Scribner",Jen Bennett
She-Ra and the Princesses of Power,2018,"Catra, Entrapta and Scorpia head to the Northern Reach for First Ones tech. The squad follows with Sea Hawk, who's having relationship problems.",7.9,962,24,"Aimee Carrero, Karen Fukuhara, AJ Michalka, Marcus Scribner",Lianne Hughes
She-Ra and the Princesses of Power,2018,"An imprisoned Shadow Weaver recalls her past as Light Spinner, a powerful sorcerer who taught Glimmer's father. Hordak gives Catra a deadline.",8.0,967,24,"Aimee Carrero, Karen Fukuhara, AJ Michalka, Marcus Scribner",David Dwooman Woo
She-Ra and the Princesses of Power,2018,"While Catra searches for Shadow Weaver, Adora and Glimmer follow Bow home and learn that he's been lying to his family.",7.9,987,24,"Aimee Carrero, Karen Fukuhara, AJ Michalka, Marcus Scribner",Jen Bennett
She-Ra and the Princesses of Power,2018,"Shadow Weaver appears in Bright Moon, refusing to speak to anyone but Adora. As Catra awaits punishment, Entrapta pushes Hordak on the portal project.",7.8,935,24,"Aimee Carrero, Karen Fukuhara, AJ Michalka, Marcus Scribner","Roy Burdine, Steve Cooper"
She-Ra and the Princesses of Power,2018,"The squad finds the Crimson Waste isn't uninhabited after all. Adora decides to trust Waste leader Huntara, and Hordak tells Entrapta about Horde Prime.",7.8,928,24,"Aimee Carrero, Karen Fukuhara, Marcus Scribner, Geena Davis",David Dwooman Woo
She-Ra and the Princesses of Power,2018,Catra and Scorpia arrive in the Waste and have no trouble fitting in. Huntara and the squad enter Mara's ship to try to view her message.,8.1,950,24,"Aimee Carrero, Karen Fukuhara, AJ Michalka, Marcus Scribner",Jen Bennett
She-Ra and the Princesses of Power,2018,"Glimmer wants to make a raid on the Fright Zone, and her mother isn't willing to help - but Shadow Weaver is. Adora tries to talk to Entrapta.",8.1,952,24,"Aimee Carrero, Karen Fukuhara, AJ Michalka, Marcus Scribner","David Dwooman Woo, Diana Huh"
She-Ra and the Princesses of Power,2018,"Force captain Adora wakes up in the Fright Zone alongside her best friend Catra. She's convinced something's wrong, but only Scorpia seems to agree.",8.3,999,24,"Aimee Carrero, AJ Michalka, Lauren Ash, Dana Davis","Roy Burdine, Mandy Clotworthy"
She-Ra and the Princesses of Power,2018,"King Micah and Queen Angella are shocked by Adora's story. With time to restore reality running out, Adora turns to Bow and Glimmer for help.",8.4,1007,24,"Aimee Carrero, Karen Fukuhara, AJ Michalka, Marcus Scribner",Jen Bennett
She-Ra and the Princesses of Power,2018,"The day of Glimmer's coronation arrives, overshadowed by grief. Accompanied by Adora and Bow, she embarks on a quest to find the Chamber of Queens.",8.3,926,24,"Aimee Carrero, Karen Fukuhara, AJ Michalka, Marcus Scribner","Christina Manrique, Diana Huh, David Dwooman Woo"
She-Ra and the Princesses of Power,2018,"Glimmer sends Adora, Perfuma, Bow and Huntara to retrieve Mara's ship, but the Horde beats them to it. Catra meets Double Trouble, a shapeshifter.",8.2,909,24,"Aimee Carrero, Karen Fukuhara, AJ Michalka, Marcus Scribner","Roy Burdine, Mandy Clotworthy"
She-Ra and the Princesses of Power,2018,"The village of Elberon throws a party for Adora, Bow and Swift Wind. A village girl named Flutterina helps when the Horde springs another trap.",8.0,900,24,"Aimee Carrero, Karen Fukuhara, AJ Michalka, Marcus Scribner",Jen Bennett
She-Ra and the Princesses of Power,2018,"The squad waylays a Horde transport, only to have the tables turn. While Adora hunts for a new pulse bot, Glimmer takes advice from Shadow Weaver.",8.3,898,24,"Aimee Carrero, Karen Fukuhara, AJ Michalka, Marcus Scribner",Christina Manrique
She-Ra and the Princesses of Power,2018,"A spore storm traps the Horde trainees in the Woods and traps Adora in the Crystal Castle, where a damaged Light Hope is forced to reboot herself.",8.1,895,24,"Aimee Carrero, AJ Michalka, Dana Davis, Antony Del Rio",Mandy Clotworthy
She-Ra and the Princesses of Power,2018,Catra orders Scorpia to find Entrapta's recordings so Hordak can perfect his experimental technology. Flutterina sows dissent in the squad.,8.8,936,24,"Aimee Carrero, Karen Fukuhara, AJ Michalka, Marcus Scribner",Christina Manrique
She-Ra and the Princesses of Power,2018,"After a disastrous mission, Mermista is certain there's a Horde spy in Bright Moon and vows to sleuth them out with her mystery novel experience.",8.7,940,24,"Aimee Carrero, Karen Fukuhara, AJ Michalka, Marcus Scribner",Jen Bennett
She-Ra and the Princesses of Power,2018,"With tensions rising between Glimmer and Adora and morale at an all-time low, Sea Hawk, Bow and Swift Wind go out for some fun. Things get out of hand.",7.9,905,24,"Aimee Carrero, Karen Fukuhara, AJ Michalka, Marcus Scribner",Christina Manrique
She-Ra and the Princesses of Power,2018,Razz confuses the past and the present and has trouble telling Mara and Adora apart. But Adora desperately needs her help.,9.3,1067,24,"Aimee Carrero, Marcus Scribner, Zehra Fazal, Morla Gorrondona",Mandy Clotworthy
She-Ra and the Princesses of Power,2018,The Princess Alliance is split on whether to use the magic at the Heart of Etheria or try to destroy it. Scorpia arrives with a request for help.,8.7,940,24,"Aimee Carrero, Karen Fukuhara, AJ Michalka, Marcus Scribner",Jen Bennett
